,Additional_outlet_count,Cost_for_two,Delivery_Time,Home_Delivery,Delivery_cost,Rating,votes,Cuisine_count,Feature_count,Rest_type_count
5422,4,550,45,0,76,3.7,86,2,1,1
5423,4,400,45,0,76,3.1,4,3,1,1
5424,4,500,45,0,76,3.6,29,3,1,1
5425,4,900,45,0,76,0.0,238,3,1,1
5426,4,650,45,0,76,3.7,39,3,1,1
5427,4,1500,45,0,76,3.5,24,4,1,1
5428,4,500,45,0,76,0.0,238,2,1,1
5429,4,450,45,0,76,0.0,238,2,1,1
5430,4,400,45,0,76,3.4,22,1,1,1
5431,4,300,45,0,76,3.6,24,1,1,1
5432,4,600,45,0,76,2.7,95,4,1,1
5433,4,200,45,0,76,3.9,49,1,1,1
5434,4,750,45,0,76,3.5,33,4,1,1
5435,4,1000,45,0,76,3.6,52,1,1,1
5436,4,200,45,0,76,3.7,39,2,1,1
5437,4,300,45,0,76,3.6,43,3,1,1
5438,4,250,45,0,76,3.0,13,2,1,1
5439,4,600,45,0,76,2.7,49,4,1,1
5440,4,400,45,0,76,0.0,238,1,1,1
5441,4,1000,45,0,76,0.0,238,3,1,1
5442,4,300,45,0,76,3.7,91,2,1,1
5443,4,300,45,0,76,3.7,39,2,1,2
5444,4,600,45,0,76,3.8,95,4,1,1
5445,4,600,45,1,99,3.7,39,4,1,1
5446,4,800,35,1,99,3.6,59,4,1,1
5447,4,550,45,1,0,3.7,108,4,1,1
5448,4,800,40,1,99,3.0,94,2,1,1
5449,4,450,45,1,99,3.4,125,5,1,1
5450,4,400,45,1,99,3.4,57,4,1,1
5451,4,450,45,1,0,3.6,133,2,1,1
5452,4,850,45,0,76,3.5,157,4,1,1
5453,4,400,45,1,0,2.7,104,2,1,1
5454,4,600,45,1,0,3.4,33,3,1,1
5455,4,550,45,0,76,3.5,228,4,1,1
5456,4,200,45,0,76,3.7,51,1,1,1
5457,4,300,45,0,76,0.0,238,3,1,1
5458,4,500,45,0,76,3.5,36,3,1,1
5459,4,500,45,0,76,3.2,4,1,1,1
5460,4,650,45,0,76,3.4,56,4,1,1
5461,4,300,45,0,76,3.7,44,2,1,1
5462,4,500,45,0,76,3.4,93,3,1,1
5463,4,450,45,0,76,3.0,19,1,1,1
5464,4,3000,45,0,76,3.4,10,1,1,1
5465,4,400,45,0,76,3.0,9,5,1,1
5466,4,300,45,1,0,3.4,27,2,1,1
5467,4,150,45,1,99,3.7,82,1,1,1
5468,4,200,45,0,76,3.5,61,2,1,1
5469,4,700,45,1,99,3.1,60,4,1,1
5470,4,750,45,0,76,3.4,115,2,1,1
5471,4,1000,45,0,76,3.4,151,2,1,1
5472,4,500,45,0,76,3.3,23,4,1,1
5473,4,600,50,1,99,3.3,466,3,1,1
5474,4,200,45,0,76,4.1,235,2,1,1
5475,4,200,45,1,0,3.2,26,2,1,1
5476,4,400,45,0,76,3.7,104,3,1,1
5477,4,400,45,0,76,0.0,238,3,1,1
5478,4,350,54,1,99,3.3,90,3,1,1
5479,4,1000,50,1,99,3.6,108,4,1,1
5480,4,300,45,0,76,3.2,39,1,1,1
5481,4,500,45,0,76,2.6,47,2,1,1
5482,4,1500,45,0,76,3.7,57,3,1,1
5483,4,350,45,0,76,3.5,49,1,1,1
5484,4,350,45,0,76,3.3,12,1,1,1
5485,4,500,45,0,76,3.0,6,3,1,1
5486,4,700,45,1,99,3.7,184,2,1,1
5487,4,300,50,1,99,3.8,98,1,1,1
5488,4,400,45,1,99,3.9,73,1,1,1
5489,1,400,45,1,99,2.7,33,1,1,1
5490,4,200,45,0,76,3.7,51,1,1,1
5491,4,350,45,0,76,3.5,103,3,1,1
5492,4,900,45,0,76,3.9,126,1,1,1
5493,1,700,30,1,99,4.1,121,5,1,1
5494,2,600,45,1,99,4.3,263,2,1,1
5495,4,150,45,0,76,2.8,29,2,1,1
5496,4,350,45,1,99,3.5,79,3,1,1
5497,4,300,45,1,99,3.4,31,5,1,1
5498,1,300,45,1,99,3.7,144,2,1,1
5499,4,650,45,0,76,3.7,67,4,1,1
5500,4,250,45,0,76,3.4,47,2,1,1
5501,1,300,45,1,99,3.3,10,2,1,2
5502,4,700,45,1,0,3.5,112,3,1,1
5503,2,400,45,0,76,3.7,212,3,1,1
5504,4,450,45,0,76,3.4,11,1,1,1
5505,4,500,56,1,0,3.4,24,1,1,1
5506,4,700,45,0,76,3.1,8,1,1,1
5507,31,200,45,0,76,3.2,12,1,1,1
5508,4,300,45,0,76,0.0,238,2,1,1
5509,4,600,45,1,99,3.6,41,2,1,1
5510,4,300,45,1,0,3.4,23,1,1,1
5511,4,500,45,0,76,3.4,29,1,1,1
5512,4,500,45,0,76,3.6,129,5,1,1
5513,4,500,45,0,76,3.7,51,2,1,1
5514,4,250,45,0,76,2.9,16,1,1,1
5515,4,100,45,0,76,3.3,9,2,1,1
5516,4,300,45,0,76,3.2,20,2,1,1
5517,4,900,45,1,99,3.8,81,4,1,1
5518,4,250,45,1,99,3.3,18,2,1,1
5519,4,500,45,1,99,3.5,97,3,1,1
5520,3,450,45,0,76,3.2,10,3,1,1
5521,4,300,45,1,99,2.8,42,1,1,1
5522,4,600,45,1,0,3.5,31,3,1,1
5523,4,350,45,1,99,3.9,111,1,1,1
5524,4,450,45,0,76,3.6,53,2,1,1
5525,4,300,45,0,76,2.9,33,4,1,1
5526,4,150,55,1,99,3.4,42,2,1,1
5527,4,600,30,1,99,2.6,11,3,1,1
5528,4,250,45,1,99,3.8,96,1,1,1
5529,4,350,45,1,99,3.4,31,2,1,1
5530,1,100,45,0,76,2.9,14,2,1,1
5531,4,500,45,1,99,3.3,31,4,1,1
5532,5,500,50,1,149,3.7,251,7,1,1
5533,4,100,45,1,99,0.0,238,1,1,1
5534,4,400,45,0,76,3.2,5,1,1,1
5535,4,100,45,0,76,3.2,18,1,1,1
5536,4,350,60,1,99,3.6,32,3,1,1
5537,4,300,45,1,0,3.3,6,8,1,1
5538,4,400,45,1,0,0.0,238,1,1,1
5539,4,450,45,0,76,3.9,24,2,1,1
5540,4,600,45,1,99,3.4,23,3,1,1
5541,4,500,53,1,99,2.8,36,2,1,1
5542,4,300,45,0,76,3.1,4,1,1,1
5543,4,400,45,0,76,3.2,4,1,1,1
5544,4,500,45,0,76,0.0,238,1,1,1
5545,6,500,45,1,99,0.0,238,3,1,1
5546,4,700,60,1,99,0.0,238,1,1,1
5547,4,450,50,1,0,0.0,238,3,1,1
5548,4,600,45,1,0,0.0,238,3,1,1
5549,4,500,45,0,76,4.0,124,2,1,1
5550,4,350,45,1,0,0.0,238,3,1,1
5551,4,150,45,0,76,3.7,43,1,1,1
5552,4,300,45,0,76,3.6,47,1,1,1
5553,4,150,45,0,76,3.5,18,1,1,1
5554,4,200,45,0,76,3.6,17,2,1,1
5555,4,100,45,1,0,3.5,17,2,1,1
5556,4,400,45,0,76,0.0,238,3,1,1
5557,4,1000,45,0,76,3.9,27,1,1,1
5558,4,650,45,1,0,3.7,96,8,1,1
5559,4,200,45,0,76,3.3,15,1,1,1
5560,4,1000,45,0,76,3.5,86,5,1,1
5561,4,600,45,1,99,3.8,279,8,1,1
5562,4,800,45,0,76,3.5,28,2,1,1
5563,4,700,45,0,76,3.9,173,2,1,1
5564,4,400,45,1,99,3.1,29,2,1,1
5565,4,300,45,0,76,3.5,55,2,1,1
5566,4,150,45,0,76,3.0,33,2,1,1
5567,2,100,45,0,76,3.9,75,2,1,1
5568,4,350,45,1,99,4.0,1195,1,1,1
5569,1,500,45,0,76,0.0,238,3,1,1
5570,4,1400,45,0,76,0.0,238,4,1,2
5571,4,300,45,0,76,3.5,35,1,1,1
5572,2,500,45,0,76,2.8,5,1,1,1
5573,4,300,45,0,76,0.0,238,1,1,1
5574,4,200,45,0,76,0.0,238,1,1,1
5575,4,300,45,0,76,0.0,238,1,1,1
5576,4,600,45,0,76,3.6,31,2,1,1
5577,4,600,45,0,76,2.6,106,4,1,1
5578,4,450,45,0,76,2.8,39,2,1,1
5579,4,300,45,0,76,3.4,27,2,1,1
5580,4,250,45,0,76,3.5,32,2,1,1
5581,4,450,45,0,76,3.5,64,4,1,1
5582,4,600,45,0,76,3.5,17,3,1,1
5583,4,400,45,0,76,3.4,18,1,1,1
5584,4,400,45,0,76,3.1,6,3,1,1
5585,4,300,45,0,76,3.6,58,1,1,1
5586,4,350,45,0,76,0.0,238,1,1,1
5587,4,650,45,0,76,3.0,7,4,1,1
5588,4,400,45,0,76,3.4,32,2,1,1
5589,4,300,45,0,76,0.0,238,2,1,1
5590,4,900,45,0,76,3.5,22,1,1,1
5591,4,500,45,0,76,3.3,13,2,1,1
5592,4,550,45,0,76,3.2,9,3,1,1
5593,3,400,45,0,76,3.4,12,1,1,1
5594,4,400,45,0,76,3.4,22,1,1,1
5595,4,350,45,0,76,3.1,7,2,1,1
5596,4,500,45,0,76,3.0,26,3,1,1
5597,4,600,45,0,76,3.0,7,2,1,1
5598,4,300,45,0,76,0.0,238,2,1,1
5599,4,400,45,0,76,3.1,8,3,1,1
5600,4,400,45,0,76,3.4,14,6,1,2
5601,4,500,45,0,76,3.3,13,3,1,1
5602,4,450,45,0,76,3.2,8,2,1,1
5603,4,250,45,0,76,3.8,122,1,1,1
5604,4,400,45,0,76,3.6,47,5,1,1
5605,4,550,45,0,76,3.3,22,2,1,1
5606,4,550,45,0,76,3.4,38,4,1,1
5607,4,400,45,0,76,3.7,133,5,1,1
5608,4,500,45,0,76,3.5,22,4,1,1
5609,4,150,45,0,76,3.4,30,1,1,1
5610,4,500,45,0,76,2.9,26,5,1,1
5611,4,500,45,0,76,0.0,238,1,1,1
5612,4,150,45,0,76,0.0,238,1,1,1
5613,4,150,45,0,76,0.0,238,2,1,1
5614,4,250,45,0,76,0.0,238,2,1,1
5615,4,250,45,0,76,0.0,238,2,1,1
5616,4,500,45,0,76,0.0,238,1,1,1
5617,4,700,45,0,76,0.0,238,3,1,1
5618,4,250,45,0,76,0.0,238,2,1,1
5619,4,300,45,0,76,0.0,238,2,1,1
5620,4,200,45,0,76,3.3,10,1,1,1
5621,4,350,45,0,76,3.1,5,2,1,1
5622,4,300,45,0,76,2.8,12,1,1,1
5623,4,400,45,0,76,2.9,23,5,1,1
5624,4,550,45,0,76,3.1,5,2,1,1
5625,4,800,45,0,76,3.5,111,4,1,1
5626,4,200,45,0,76,3.5,38,1,1,1
5627,4,550,45,0,76,3.5,164,4,1,1
5628,4,500,45,0,76,2.6,105,1,1,1
5629,4,250,45,0,76,3.4,43,1,1,1
5630,4,600,45,0,76,3.4,38,3,1,1
5631,4,200,45,0,76,3.2,22,1,1,1
5632,4,100,45,0,76,3.6,28,2,1,1
5633,4,300,45,0,76,3.5,16,3,1,1
5634,2,200,45,0,76,3.3,18,2,1,2
5635,4,150,45,0,76,3.7,33,1,1,1
5636,4,150,45,0,76,3.1,5,1,1,1
5637,4,350,45,0,76,3.2,16,1,1,1
5638,4,200,45,0,76,3.4,14,1,1,1
5639,4,400,45,0,76,0.0,238,1,1,1
5640,4,350,45,0,76,3.2,6,1,1,1
5641,4,200,45,0,76,3.3,8,1,1,1
5642,4,200,45,0,76,3.2,5,2,1,1
5643,4,600,45,0,76,0.0,238,2,1,1
5644,4,150,45,0,76,0.0,238,1,1,1
5645,4,600,45,0,76,3.6,18,3,1,2
5646,4,400,45,0,76,3.3,7,2,1,1
5647,4,600,45,0,76,0.0,238,3,1,1
5648,4,150,45,0,76,3.2,6,1,1,1
5649,4,300,45,0,76,0.0,238,1,1,1
5650,4,300,45,0,76,0.0,238,2,1,1
5651,4,250,45,0,76,3.4,7,2,1,1
5652,4,500,45,0,76,0.0,238,1,1,1
5653,4,500,45,0,76,0.0,238,2,1,1
5654,1,300,45,0,76,0.0,238,1,1,1
5655,4,1200,45,0,76,3.9,72,1,1,1
5656,4,800,45,0,76,2.8,9,3,1,1
5657,4,350,45,0,76,0.0,238,1,1,1
5658,9,300,45,0,76,0.0,238,3,1,2
5659,4,1000,45,0,76,3.3,22,2,1,1
5660,4,250,45,0,76,2.9,32,1,1,1
5661,4,700,45,0,76,3.5,24,6,1,1
5662,3,100,45,0,76,3.7,21,1,1,1
5663,1,300,45,0,76,3.6,278,2,1,2
5664,4,400,45,0,76,3.6,22,3,1,1
5665,4,250,45,0,76,3.5,20,1,1,1
5666,4,300,45,0,76,0.0,238,1,1,1
5667,4,450,45,0,76,3.7,55,2,1,1
5668,4,1000,45,0,76,3.1,5,2,1,2
5669,4,700,45,0,76,3.3,106,2,1,1
5670,4,300,45,0,76,0.0,238,2,1,1
5671,4,1000,45,0,76,3.6,74,3,1,1
5672,4,400,45,0,76,3.6,35,1,1,1
5673,4,100,45,0,76,3.4,11,1,1,1
5674,4,300,45,0,76,3.3,5,1,1,1
5675,4,400,45,0,76,3.3,11,2,1,1
5676,4,100,45,0,76,3.6,19,1,1,1
5677,4,450,45,0,76,0.0,238,2,1,1
5678,4,550,45,0,76,3.3,13,2,1,1
5679,4,700,45,0,76,0.0,238,1,1,1
5680,4,250,45,0,76,3.6,30,1,1,1
5681,4,500,45,0,76,3.2,14,2,1,1
5682,8,300,45,0,76,3.3,4,1,1,1
5683,4,600,45,0,76,3.1,5,1,1,1
5684,4,200,45,0,76,0.0,238,2,1,1
5685,4,250,45,0,76,4.0,209,2,1,2
5686,4,250,45,0,76,3.0,37,2,1,1
5687,4,550,45,0,76,3.5,25,1,1,1
5688,4,500,45,0,76,3.3,18,2,1,1
5689,4,500,45,0,76,3.7,47,1,1,1
5690,1,550,45,0,76,2.8,41,2,1,1
5691,4,200,45,0,76,3.6,73,1,1,1
5692,1,500,45,0,76,2.9,18,3,1,1
5693,4,350,30,1,0,2.9,16,4,1,1
5694,4,500,45,1,0,3.6,20,4,1,1
5695,4,400,50,1,99,3.6,78,2,1,1
5696,4,600,45,1,0,2.9,26,3,1,1
5697,4,500,50,1,99,3.0,285,3,1,1
5698,4,600,45,0,76,3.0,249,3,1,1
5699,4,600,45,0,76,2.7,107,3,1,1
5700,4,450,45,0,76,3.5,51,5,1,1
5701,4,500,45,0,76,3.7,59,1,1,1
5702,4,1500,45,0,76,3.8,331,3,1,1
5703,4,200,45,0,76,0.0,238,2,1,1
5704,1,400,45,0,76,3.1,6,2,1,1
5705,4,800,45,0,76,3.4,22,1,1,1
5706,4,450,45,0,76,3.2,61,2,1,1
5707,4,800,45,0,76,3.5,21,1,1,1
5708,4,500,45,0,76,3.4,11,3,1,2
5709,4,450,45,0,76,3.0,4,1,1,1
5710,4,600,45,1,240,3.6,122,2,1,1
5711,4,950,45,1,0,3.5,162,4,1,1
5712,4,350,45,0,76,4.0,209,2,1,1
5713,4,300,45,0,76,3.2,5,2,1,1
5714,4,300,45,0,76,0.0,238,1,1,1
5715,4,400,45,0,76,0.0,238,2,1,1
5716,4,900,45,1,99,3.7,202,3,1,1
5717,4,300,45,0,76,2.5,33,2,1,1
5718,4,450,45,0,76,2.9,13,3,1,1
5719,4,500,45,0,76,3.5,31,4,1,1
5720,4,500,45,0,76,4.2,305,2,1,1
5721,4,400,60,1,99,3.3,34,3,1,1
5722,4,350,45,0,76,3.3,18,1,1,1
5723,4,400,45,0,76,3.5,34,1,1,1
5724,4,200,45,1,99,3.6,22,2,1,1
5725,4,500,45,1,99,3.9,702,2,1,1
5726,4,550,45,1,99,3.4,63,3,1,1
5727,4,300,50,1,99,3.4,77,1,1,1
5728,4,700,45,0,76,3.0,74,2,1,1
5729,4,600,45,1,99,3.8,185,4,1,2
5730,4,400,30,1,99,3.2,12,2,1,1
5731,4,350,45,0,76,3.9,314,3,1,1
5732,4,500,45,1,99,3.6,36,2,1,1
5733,4,600,45,1,99,3.3,23,3,1,1
5734,4,1300,45,1,99,3.7,77,3,1,1
5735,4,400,45,0,76,3.7,66,2,1,1
5736,4,700,45,1,0,3.5,23,2,1,1
5737,4,300,45,1,99,3.9,214,1,1,1
5738,4,100,45,0,76,3.7,39,1,1,1
5739,4,700,45,0,76,3.6,55,2,1,1
5740,4,500,45,1,99,2.9,12,3,1,1
5741,4,350,45,0,76,3.3,71,2,1,1
5742,1,400,45,1,0,3.0,4,2,1,2
5743,4,600,45,1,0,3.9,122,5,1,1
5744,4,400,45,0,76,2.8,25,1,1,1
5745,4,400,45,0,76,3.5,40,3,1,1
5746,4,300,30,1,99,2.9,109,1,1,1
5747,4,400,45,1,99,3.3,63,3,1,1
5748,4,400,45,1,99,2.8,55,1,1,1
5749,4,100,45,1,99,3.2,66,1,1,1
5750,4,500,45,0,76,2.9,8,1,1,1
5751,4,300,45,0,76,3.6,34,3,1,1
5752,4,200,45,0,76,3.8,177,1,1,1
5753,4,800,45,1,0,3.3,17,2,1,1
5754,4,250,45,0,76,3.5,24,3,1,1
5755,6,400,45,1,0,0.0,238,1,1,1
5756,4,350,45,0,76,0.0,238,2,1,1
5757,4,600,45,0,76,3.6,47,1,1,1
5758,4,500,50,1,99,3.6,30,1,1,1
5759,4,350,45,1,99,0.0,238,3,1,1
5760,4,300,45,1,0,0.0,238,2,1,1
5761,4,400,45,0,76,0.0,238,1,1,1
5762,4,200,60,1,99,0.0,238,2,1,1
5763,4,700,45,0,76,3.0,7,2,1,1
5764,4,250,45,1,0,0.0,238,2,1,1
5765,1,300,45,0,76,3.5,28,1,1,1
5766,1,350,45,1,99,4.0,118,2,1,2
5767,4,200,30,1,99,3.2,8,2,1,1
5768,4,700,45,1,99,2.7,23,5,1,1
5769,4,400,45,0,76,3.1,15,2,1,1
5770,4,600,45,0,76,3.9,103,2,1,1
5771,4,500,45,0,76,0.0,238,2,1,1
5772,4,2300,45,0,76,3.7,94,3,1,1
5773,4,400,45,0,76,3.3,11,3,1,1
5774,4,250,50,1,99,3.6,71,1,1,1
5775,4,450,45,1,99,3.7,110,4,1,1
5776,4,600,45,1,99,4.2,322,4,1,1
5777,4,200,45,0,76,2.9,29,1,1,1
5778,4,700,45,0,76,0.0,238,1,1,1
5779,9,300,45,0,76,3.5,14,2,1,1
5780,4,350,45,0,76,0.0,238,1,1,1
5781,4,600,45,0,76,3.5,42,1,1,1
5782,4,450,45,0,76,3.1,10,2,1,1
5783,4,400,45,0,76,3.1,5,1,1,1
5784,4,300,45,0,76,3.5,35,1,1,1
5785,4,400,45,0,76,3.5,53,4,1,1
5786,4,500,45,0,76,3.4,38,2,1,1
5787,4,200,45,0,76,3.3,15,1,1,1
5788,4,500,45,0,76,3.3,14,5,1,1
5789,4,2000,45,0,76,3.7,44,1,1,2
5790,4,200,45,0,76,3.5,59,1,1,1
5791,4,500,45,0,76,0.0,238,2,1,1
5792,4,300,45,0,76,3.1,7,2,1,1
5793,4,600,45,0,76,3.4,27,3,1,1
5794,4,150,45,0,76,3.1,4,1,1,1
5795,4,400,45,0,76,2.7,34,3,1,1
5796,4,100,45,0,76,3.0,4,2,1,1
5797,1,150,45,0,76,2.9,6,1,1,1
5798,4,600,45,0,76,3.3,18,1,1,1
5799,4,520,45,0,76,3.4,27,3,1,1
5800,4,400,45,0,76,3.4,28,3,1,1
5801,4,300,45,0,76,2.7,18,2,1,1
5802,4,200,45,0,76,0.0,238,1,1,1
5803,4,200,45,0,76,3.1,9,2,1,1
5804,4,600,45,0,76,3.3,7,3,1,1
5805,4,600,45,0,76,3.4,18,1,1,1
5806,4,300,45,0,76,3.4,20,1,1,1
5807,4,300,45,0,76,0.0,238,2,1,1
5808,4,500,45,0,76,0.0,238,1,1,1
5809,4,200,45,0,76,0.0,238,1,1,1
5810,4,350,45,0,76,3.8,151,2,1,2
5811,4,450,45,0,76,3.9,90,2,1,1
5812,1,200,45,0,76,3.7,49,2,1,2
5813,4,300,45,0,76,3.6,19,1,1,1
5814,4,500,45,0,76,3.4,46,4,1,1
5815,4,800,45,0,76,3.5,96,2,1,1
5816,4,200,45,0,76,3.5,22,2,1,1
5817,4,600,45,0,76,2.6,109,2,1,1
5818,4,400,45,0,76,3.3,9,2,1,1
5819,4,200,45,0,76,3.6,40,2,1,1
5820,4,300,45,0,76,3.7,36,2,1,2
5821,4,4000,45,0,76,3.7,40,1,1,1
5822,4,450,45,0,76,3.4,58,2,1,1
5823,4,500,45,0,76,2.9,36,3,1,1
5824,4,800,45,0,76,3.3,55,3,1,1
5825,4,300,45,0,76,3.4,28,3,1,1
5826,4,600,45,0,76,3.7,46,4,1,1
5827,4,600,45,0,76,2.8,28,3,1,1
5828,4,500,45,0,76,3.4,16,3,1,1
5829,4,700,45,0,76,3.5,32,3,1,1
5830,4,700,45,0,76,0.0,238,1,1,1
5831,4,300,45,0,76,0.0,238,2,1,1
5832,4,400,45,0,76,0.0,238,2,1,1
5833,4,900,45,0,76,3.1,5,2,1,1
5834,4,400,45,0,76,0.0,238,1,1,1
5835,4,500,45,0,76,0.0,238,2,1,1
5836,4,300,45,0,76,0.0,238,1,1,1
5837,4,150,45,0,76,0.0,238,1,1,1
5838,4,200,45,0,76,0.0,238,1,1,1
5839,4,300,45,0,76,0.0,238,1,1,1
5840,4,250,45,0,76,0.0,238,1,1,1
5841,4,300,45,0,76,0.0,238,2,1,2
5842,4,400,45,0,76,0.0,238,2,1,1
5843,4,300,45,0,76,0.0,238,2,1,1
5844,4,600,45,0,76,0.0,238,3,1,1
5845,4,600,45,0,76,0.0,238,3,1,1
5846,4,500,45,0,76,0.0,238,2,1,1
5847,4,400,45,0,76,0.0,238,2,1,1
5848,4,300,45,0,76,0.0,238,1,1,1
5849,4,1200,45,0,76,2.7,35,2,1,1
5850,4,500,45,0,76,3.2,7,4,1,1
5851,4,200,45,0,76,3.3,6,3,1,1
5852,1,450,45,0,76,2.9,24,4,1,1
5853,4,400,45,0,76,3.3,18,1,1,1
5854,4,400,45,0,76,3.6,75,2,1,1
5855,4,650,45,0,76,2.9,161,7,1,1
5856,1,150,45,0,76,3.5,27,1,1,1
5857,4,450,45,0,76,3.6,65,2,1,1
5858,4,350,45,0,76,3.1,6,1,1,1
5859,4,400,45,0,76,3.1,4,1,1,1
5860,4,30000,45,0,76,3.6,83,4,1,1
5861,4,600,45,0,76,3.6,47,2,1,1
5862,4,500,45,0,76,3.5,39,1,1,1
5863,4,600,45,0,76,3.4,12,2,1,1
5864,4,900,45,0,76,3.2,7,3,1,1
5865,4,200,45,0,76,3.6,53,2,1,1
5866,4,600,45,0,76,2.9,39,4,1,1
5867,4,200,45,0,76,3.5,26,1,1,1
5868,4,600,45,0,76,0.0,238,2,1,1
5869,4,400,45,0,76,3.2,7,2,1,1
5870,4,350,45,0,76,0.0,238,1,1,1
5871,4,300,45,0,76,3.3,10,2,1,1
5872,4,200,45,0,76,3.4,9,2,1,2
5873,4,600,45,0,76,3.0,5,2,1,2
5874,4,600,45,0,76,3.1,5,2,1,1
5875,2,250,45,0,76,2.9,9,2,1,1
5876,4,400,45,0,76,3.5,23,2,1,2
5877,4,500,45,0,76,3.3,9,3,1,1
5878,4,500,45,0,76,3.2,7,2,1,1
5879,4,200,45,0,76,0.0,238,2,1,1
5880,4,400,45,0,76,3.3,9,2,1,1
5881,4,550,45,0,76,0.0,238,1,1,1
5882,1,300,45,0,76,0.0,238,4,1,1
5883,4,300,45,0,76,3.1,4,1,1,1
5884,4,400,45,0,76,0.0,238,3,1,1
5885,4,249,45,0,76,3.2,7,1,1,1
5886,4,300,45,0,76,0.0,238,1,1,1
5887,4,250,45,0,76,3.3,7,1,1,1
5888,4,1000,45,0,76,3.1,5,3,1,1
5889,4,450,45,0,76,0.0,238,2,1,1
5890,4,400,45,0,76,2.3,45,3,1,1
5891,4,1150,45,0,76,3.8,48,6,1,1
5892,4,300,45,0,76,2.8,34,1,1,1
5893,4,150,45,0,76,3.1,4,2,1,2
5894,4,200,45,0,76,0.0,238,2,1,1
5895,4,250,45,0,76,3.3,10,1,1,1
5896,2,200,45,0,76,3.8,41,1,1,1
5897,4,300,45,0,76,3.5,21,2,1,1
5898,4,450,45,0,76,3.0,12,1,1,1
5899,4,350,45,0,76,3.2,9,3,1,1
5900,4,600,45,0,76,3.6,25,3,1,1
5901,4,300,45,0,76,0.0,238,3,1,1
5902,4,700,45,0,76,3.6,29,2,1,1
5903,4,450,45,0,76,3.4,21,3,1,1
5904,4,500,45,0,76,3.5,35,3,1,1
5905,4,200,45,0,76,0.0,238,1,1,1
5906,1,250,45,0,76,3.2,32,4,1,1
5907,4,400,45,0,76,0.0,238,1,1,1
5908,4,500,45,0,76,3.2,5,2,1,1
5909,4,1000,45,0,76,3.4,36,4,1,1
5910,4,100,45,0,76,3.7,78,2,1,1
5911,4,300,45,0,76,2.8,25,3,1,1
5912,4,150,45,0,76,3.3,14,1,1,1
5913,4,450,45,0,76,3.7,46,2,1,1
5914,4,250,45,0,76,3.4,17,2,1,1
5915,1,200,45,0,76,3.5,15,2,1,1
5916,4,350,45,0,76,3.1,50,2,1,1
5917,4,500,45,0,76,3.1,5,2,1,1
5918,4,300,45,0,76,3.7,45,2,1,1
5919,4,150,45,0,76,3.9,196,1,1,1
5920,4,550,45,0,76,3.5,141,5,1,1
5921,4,550,45,0,76,3.2,73,5,1,1
5922,4,3500,45,0,76,2.6,188,3,1,2
5923,4,1400,45,0,76,3.8,183,3,1,1
5924,4,300,45,0,76,3.3,20,2,1,1
5925,4,200,45,0,76,3.9,140,1,1,1
5926,4,300,45,0,76,3.4,20,2,1,1
5927,4,1200,45,0,76,3.5,42,4,1,1
5928,4,600,45,0,76,0.0,238,2,1,1
5929,4,400,45,0,76,2.6,47,5,1,1
5930,4,500,45,0,76,3.3,6,1,1,1
5931,4,400,45,0,76,3.3,14,3,1,1
5932,4,300,45,0,76,0.0,238,2,1,1
5933,4,500,45,0,76,3.5,28,5,1,1
5934,4,450,45,0,76,3.6,54,4,1,1
5935,4,500,45,0,76,3.6,169,5,1,1
5936,4,350,45,0,76,3.3,7,1,1,1
5937,4,350,45,0,76,2.9,10,2,1,1
5938,4,400,45,0,76,2.9,5,2,1,1
5939,4,150,45,0,76,3.2,13,1,1,1
5940,4,700,45,0,76,3.3,16,4,1,1
5941,4,400,45,0,76,0.0,238,2,1,1
5942,4,300,45,0,76,3.8,30,2,1,1
5943,4,250,45,0,76,3.1,4,2,1,1
5944,4,400,45,0,76,3.7,52,4,1,1
5945,4,1000,45,0,76,3.2,5,3,1,2
5946,4,500,45,0,76,3.2,5,2,1,1
5947,4,350,45,0,76,3.4,30,3,1,1
5948,4,800,45,0,76,3.3,49,3,1,1
5949,4,300,45,0,76,0.0,238,1,1,1
5950,4,650,45,0,76,3.5,32,3,1,1
5951,4,500,45,0,76,3.4,23,5,1,2
5952,4,600,45,0,76,3.8,166,5,1,1
5953,4,700,45,0,76,3.6,215,2,1,1
5954,4,350,45,0,76,2.8,23,4,1,1
5955,4,550,45,1,0,3.7,106,5,1,1
5956,1,500,30,1,0,3.3,10,3,1,1
5957,4,500,45,0,76,3.7,47,4,1,1
5958,4,350,45,0,76,2.9,146,2,1,1
5959,4,650,45,1,99,3.7,142,3,1,1
5960,4,550,45,1,0,3.8,95,3,1,1
5961,4,500,45,0,76,3.6,52,2,1,1
5962,4,500,45,0,76,3.6,106,5,1,1
5963,4,450,45,0,76,0.0,238,1,1,1
5964,4,150,45,0,76,0.0,238,1,1,1
5965,4,900,45,0,76,3.4,231,3,1,1
5966,4,300,45,0,76,3.4,21,1,1,1
5967,4,800,45,0,76,0.0,238,2,1,1
5968,4,300,45,0,76,0.0,238,1,1,1
5969,4,150,45,0,76,3.4,10,2,1,1
5970,4,300,45,0,76,3.5,22,3,1,1
5971,4,300,45,0,76,3.0,35,1,1,1
5972,4,450,60,1,99,0.0,238,1,1,1
5973,1,600,45,0,76,3.8,344,5,1,1
5974,4,250,45,0,76,3.5,55,1,1,1
5975,4,450,50,1,99,2.9,57,3,1,1
5976,4,500,45,0,76,3.5,141,4,1,1
